image,word
1571.tif,دهی
1572.tif,بین
1573.tif,حال
1574.tif,قضا
1575.tif,کس
1576.tif,مرده
1577.tif,روح
1578.tif,قیامت
1579.tif,فرو
1580.tif,لحظه
1581.tif,شود
1582.tif,نظر
1583.tif,او
1584.tif,دارم
1585.tif,امشب
1586.tif,شدن
1587.tif,زخم
1588.tif,عیسی
1589.tif,نزدیک
1590.tif,برده
1591.tif,بیرون
1592.tif,تویی
1593.tif,شاهی
1594.tif,آنجا
1595.tif,شکر
1596.tif,کشد
1597.tif,خشم
1598.tif,روز
1599.tif,می آید
1600.tif,حضرت
1601.tif,جمله
1602.tif,گیتی
1603.tif,حق
1604.tif,مکن
1605.tif,پند
1606.tif,بلا
1607.tif,فزون
1608.tif,گره
1609.tif,کشتی
1610.tif,سرو
1611.tif,دیو
1612.tif,خدای
1613.tif,سری
1614.tif,حسن
1615.tif,خواهی
1616.tif,همی
1617.tif,گوی
1618.tif,اوست
1619.tif,خسته
1620.tif,مشک
1621.tif,عدل
1622.tif,گه
1623.tif,بدی
1624.tif,همت
1625.tif,عقل
1626.tif,آهنگ
1627.tif,گرد
1628.tif,پا
1629.tif,اجل
1630.tif,قضا
1631.tif,وجود
1632.tif,مکن
1633.tif,عاشقی
1634.tif,هنر
1635.tif,امشب
1636.tif,درویش
1637.tif,ازو
1638.tif,فتنه
1639.tif,غیر
1640.tif,وهم
1641.tif,زندگانی
1642.tif,نیست
1643.tif,بری
1644.tif,نرگس
1645.tif,رود
1646.tif,قرار
1647.tif,یی
1648.tif,زندان
1649.tif,روح
1650.tif,دریغ
1651.tif,زمین
1652.tif,که ای
1653.tif,چندین
1654.tif,شادی
1655.tif,ندید
1656.tif,کمر
1657.tif,ماست
1658.tif,زد
1659.tif,مال
1660.tif,کمال
1661.tif,دیر
1662.tif,صف
1663.tif,سوار
1664.tif,گوید
1665.tif,زهره
1666.tif,هم
1667.tif,خنجر
1668.tif,دهان
1669.tif,درگاه
1670.tif,کمان
1671.tif,بنده
1672.tif,قطره
1673.tif,بسته
1674.tif,شعله
1675.tif,خفته
1676.tif,سود
1677.tif,اسرار
1678.tif,ازو
1679.tif,صبر
1680.tif,روان
1681.tif,اختیار
1682.tif,بازار
1683.tif,علی
1684.tif,خسرو
1685.tif,بیامد
1686.tif,مژگان
1687.tif,هوا
1688.tif,زیان
1689.tif,جدا
1690.tif,ترک
1691.tif,آدمی
1692.tif,فرق
1693.tif,ایران
1694.tif,وصف
1695.tif,بنده
1696.tif,مباش
1697.tif,تاب
1698.tif,مجنون
1699.tif,آفاق
1700.tif,زمان
1701.tif,درویش
1702.tif,که گر
1703.tif,ندید
1704.tif,کعبه
1705.tif,پاره
1706.tif,مکن
1707.tif,فرزند
1708.tif,وی
1709.tif,سو
1710.tif,خلوت
1711.tif,گو
1712.tif,سان
1713.tif,جلوه
1714.tif,اسب
1715.tif,مایه
1716.tif,بحر
1717.tif,غلام
1718.tif,کنون
1719.tif,کنار
1720.tif,هوس
1721.tif,بلند
1722.tif,چرا
1723.tif,خوار
1724.tif,خیره
1725.tif,تست
1726.tif,عین
1727.tif,محنت
1728.tif,ندارم
1729.tif,آیی
1730.tif,یزدان
1731.tif,طریق
1732.tif,وان
1733.tif,دیوانه
1734.tif,ببین
1735.tif,ولی
1736.tif,اکنون
1737.tif,عین
1738.tif,بیم
1739.tif,مکن
1740.tif,نفس
1741.tif,سودای
1742.tif,گنج
1743.tif,روح
1744.tif,آرزوی
1745.tif,غمت
1746.tif,اما
1747.tif,خسته
1748.tif,دانش
1749.tif,پیش
1750.tif,میل
1751.tif,جا
1752.tif,سنگ
1753.tif,زنی
1754.tif,لطف
1755.tif,مستی
1756.tif,وصل
1757.tif,یزدان
1758.tif,بدین
1759.tif,بودی
1760.tif,جور
1761.tif,رخش
1762.tif,بشنید
1763.tif,فنا
1764.tif,رو
1765.tif,مگر
1766.tif,گذشت
1767.tif,یوسف
1768.tif,رزم
1769.tif,غمت
1770.tif,شعر
1771.tif,اثر
1772.tif,کلک
1773.tif,محبت
1774.tif,بقا
1775.tif,کیست
1776.tif,وصف
1777.tif,خنجر
1778.tif,لیلی
1779.tif,کز
1780.tif,پیل
1781.tif,سرو
1782.tif,آری
1783.tif,جانی
1784.tif,کین
1785.tif,حال
1786.tif,جود
1787.tif,گو
1788.tif,پیدا
1789.tif,لشکر
1790.tif,روزی
1791.tif,جگر
1792.tif,جوان
1793.tif,بماند
1794.tif,شرم
1795.tif,بودی
1796.tif,ده
1797.tif,ایشان
1798.tif,قدم
1799.tif,آن
1800.tif,سپاه
1801.tif,یافت
1802.tif,کای
1803.tif,شمار
1804.tif,آیین
1805.tif,نکرد
1806.tif,اوست
1807.tif,پای
1808.tif,شه
1809.tif,فراز
1810.tif,خبر
1811.tif,بدست
1812.tif,سودای
1813.tif,دل
1814.tif,هزاران
1815.tif,زمانی
1816.tif,نفس
1817.tif,کم
1818.tif,خرد
1819.tif,دانا
1820.tif,تخت
1821.tif,سیر
1822.tif,کی
1823.tif,دریای
1824.tif,ایمن
1825.tif,جفا
1826.tif,ام
1827.tif,ایران
1828.tif,درخت
1829.tif,صبح
1830.tif,دام
1831.tif,دو
1832.tif,اهل
1833.tif,بستان
1834.tif,هرگز
1835.tif,خوی
1836.tif,دولت
1837.tif,شعله
1838.tif,دریای
1839.tif,کاین
1840.tif,خدای
1841.tif,گمان
1842.tif,کشور
1843.tif,شاهان
1844.tif,صف
1845.tif,دیدار
1846.tif,پاسخ
1847.tif,گرم
1848.tif,شراب
1849.tif,خویشتن
1850.tif,شو
1851.tif,پدید
1852.tif,آمدی
1853.tif,فضل
1854.tif,کنون
1855.tif,ستاره
1856.tif,افتاد
1857.tif,چندین
1858.tif,مجلس
1859.tif,بیمار
1860.tif,بر
1861.tif,و
1862.tif,نشسته
1863.tif,بازی
1864.tif,فریاد
1865.tif,زمان
1866.tif,کشت
1867.tif,برگ
1868.tif,نظر
1869.tif,هست
1870.tif,چار
1871.tif,مهر
1872.tif,حجاب
1873.tif,چشم
1874.tif,بت
1875.tif,شمع
1876.tif,برآید
1877.tif,ساغر
1878.tif,موج
1879.tif,آمدی
1880.tif,سو
1881.tif,ده
1882.tif,بت
1883.tif,ساز
1884.tif,کل
1885.tif,وفا
1886.tif,شکسته
1887.tif,فزون
1888.tif,چین
1889.tif,شمع
1890.tif,سایه
1891.tif,کن
1892.tif,آفاق
1893.tif,مه
1894.tif,درگاه
1895.tif,مرده
1896.tif,حق
1897.tif,برد
1898.tif,آرام
1899.tif,گشت
1900.tif,علی
1901.tif,خیال
1902.tif,بران
1903.tif,عزم
1904.tif,دانه
1905.tif,هوس
1906.tif,شود
1907.tif,زندگانی
1908.tif,دیدی
1909.tif,قیامت
1910.tif,وصل
1911.tif,امروز
1912.tif,میان
1913.tif,جو
1914.tif,روزگار
1915.tif,هفت
1916.tif,بسته
1917.tif,شهریار
1918.tif,دوستان
1919.tif,درویش
1920.tif,شراب
1921.tif,زندگانی
1922.tif,طریق
1923.tif,چهره
1924.tif,پیوند
1925.tif,دولت
1926.tif,خواب
1927.tif,کردن
1928.tif,برد
1929.tif,شور
1930.tif,سحر
1931.tif,کف
1932.tif,مجنون
1933.tif,کجاست
1934.tif,جانی
1935.tif,پاره
1936.tif,بگو
1937.tif,برفت
1938.tif,اوی
1939.tif,دیدن
1940.tif,کاندر
1941.tif,صحبت
1942.tif,خراب
1943.tif,جانان
1944.tif,غبار
1945.tif,ملک
1946.tif,دیر
1947.tif,آدم
1948.tif,خط
1949.tif,گیتی
1950.tif,عاشقی
1951.tif,ملک
1952.tif,مدار
1953.tif,بام
1954.tif,خواند
1955.tif,چنگ
1956.tif,ایزد
1957.tif,شمشیر
1958.tif,شدن
1959.tif,مادر
1960.tif,ور
1961.tif,جهانی
1962.tif,برده
1963.tif,ورنه
1964.tif,چندان
1965.tif,برای
1966.tif,پا
1967.tif,همچو
1968.tif,بین
1969.tif,بیمار
1970.tif,سیر
1971.tif,چاره
1972.tif,بیند
1973.tif,برو
1974.tif,یک
1975.tif,باشم
1976.tif,نقد
1977.tif,زبان
1978.tif,خواه
1979.tif,رود
1980.tif,صفت
1981.tif,کون
1982.tif,سازد
1983.tif,سوار
1984.tif,زیر
1985.tif,فرزند
1986.tif,می کنم
1987.tif,کون
1988.tif,آیین
1989.tif,مرده
1990.tif,نماز
1991.tif,راه
1992.tif,زر
1993.tif,راه
1994.tif,جوانی
1995.tif,سینه
1996.tif,بری
1997.tif,مست
1998.tif,گرد
1999.tif,آرزوی
2000.tif,دیگر
2001.tif,گفته
2002.tif,گیرد
2003.tif,حد
2004.tif,مردی
2005.tif,دعوی
2006.tif,فتح
2007.tif,گیرد
2008.tif,ماست
2009.tif,دانه
2010.tif,خوان
2011.tif,خواند
2012.tif,نو
2013.tif,عرض
2014.tif,سرد
2015.tif,ذات
2016.tif,شیر
2017.tif,چند
2018.tif,کش
2019.tif,صبا
2020.tif,عاشقی
2021.tif,جسم
2022.tif,دلبر
2023.tif,وان
2024.tif,گذر
2025.tif,جز
2026.tif,سوار
2027.tif,مثل
2028.tif,گو
2029.tif,کوی
2030.tif,رنگ
2031.tif,غافل
2032.tif,نتوان
2033.tif,چنان
2034.tif,دیدی
2035.tif,آغاز
2036.tif,وفا
2037.tif,آب
2038.tif,هزار
2039.tif,ست
2040.tif,نیست
2041.tif,از
2042.tif,شه
2043.tif,رسد
2044.tif,توست
2045.tif,خون
2046.tif,خدمت
2047.tif,درون
2048.tif,قرار
2049.tif,بماند
2050.tif,آرام
2051.tif,تار
2052.tif,چشم
2053.tif,جوهر
2054.tif,گران
2055.tif,آسمان
2056.tif,کاری
2057.tif,گردی
2058.tif,دام
2059.tif,مال
2060.tif,عرض
2061.tif,زهر
2062.tif,دام
2063.tif,کمال
2064.tif,خدمت
2065.tif,منم
2066.tif,روزگار
2067.tif,نکرد
2068.tif,خار
2069.tif,مجنون
2070.tif,فضل
2071.tif,روز
2072.tif,خط
2073.tif,گرم
2074.tif,دام
2075.tif,دندان
2076.tif,ایران
2077.tif,نشسته
2078.tif,مقصود
2079.tif,آن
2080.tif,رحمت
2081.tif,مردان
2082.tif,آخر
2083.tif,عاشقی
2084.tif,گیر
2085.tif,بعد
2086.tif,ندید
2087.tif,ستاره
2088.tif,وین
2089.tif,ده
2090.tif,پریشان
2091.tif,سری
2092.tif,خورشید
2093.tif,آید
2094.tif,خیره
2095.tif,کاری
2096.tif,عدم
2097.tif,جفت
2098.tif,جفت
2099.tif,نزدیک
2100.tif,خوبان
2101.tif,جاودان
2102.tif,رویت
2103.tif,آمدی
2104.tif,هستی
2105.tif,برآمد
2106.tif,خیز
2107.tif,عزیز
2108.tif,تشنه
2109.tif,راست
2110.tif,آن
2111.tif,انجمن
2112.tif,در
2113.tif,لشکر
2114.tif,صبر
2115.tif,نه
2116.tif,همی
2117.tif,مردان
2118.tif,گر
2119.tif,مه
2120.tif,روان
2121.tif,جامه
2122.tif,آمد
2123.tif,جامه
2124.tif,که ای
2125.tif,کل
2126.tif,ننگ
2127.tif,مانده
2128.tif,حیات
2129.tif,بسته
2130.tif,دعا
2131.tif,زند
2132.tif,علی
2133.tif,طاعت
2134.tif,می کشد
2135.tif,فرزند
2136.tif,بودم
2137.tif,هنوز
2138.tif,چیست
2139.tif,چمن
2140.tif,زندگانی
2141.tif,دلت
2142.tif,آنچه
2143.tif,امروز
2144.tif,وگر
2145.tif,چین
2146.tif,عزیز
2147.tif,انجمن
2148.tif,دوزخ
2149.tif,افتاد
2150.tif,دولت
2151.tif,نماند
2152.tif,امید
2153.tif,دارم
2154.tif,آبی
2155.tif,حیران
2156.tif,عدل
2157.tif,پشت
2158.tif,عیسی
2159.tif,مادر
2160.tif,عرض
2161.tif,فراق
2162.tif,درد
2163.tif,خشم
2164.tif,هزاران
2165.tif,پاک
2166.tif,کز
2167.tif,گر
2168.tif,فردا
2169.tif,فزون
2170.tif,فرو
2171.tif,هوس
2172.tif,مانده
2173.tif,فنا
2174.tif,بدست
2175.tif,پیوسته
2176.tif,جانان
2177.tif,بیرون
2178.tif,زندگانی
2179.tif,گوهر
2180.tif,مثل
2181.tif,تیر
2182.tif,کند
2183.tif,دریغ
2184.tif,حیرت
2185.tif,مرگ
2186.tif,تاج
2187.tif,باشم
2188.tif,باش
2189.tif,در
2190.tif,نو
2191.tif,رسم
2192.tif,بلبل
2193.tif,دیگر
2194.tif,تیز
2195.tif,خویش
2196.tif,پست
2197.tif,درم
2198.tif,عیش
2199.tif,رنگ
2200.tif,دارد
2201.tif,داشت
2202.tif,پروانه
2203.tif,شرف
2204.tif,خوان
2205.tif,آفرین
2206.tif,خبر
2207.tif,ندارم
2208.tif,فریاد
2209.tif,گناه
2210.tif,آفتاب
2211.tif,سری
2212.tif,یاران
2213.tif,هرچه
2214.tif,گه
2215.tif,پی
2216.tif,گره
2217.tif,دانی
2218.tif,سعی
2219.tif,عاشقی
2220.tif,کیست
2221.tif,مرا
2222.tif,بیگانه
2223.tif,شیرین
2224.tif,بگو
2225.tif,شو
2226.tif,ایمان
2227.tif,ابر
2228.tif,گوهر
2229.tif,ایام
2230.tif,دیدار
2231.tif,شعله
2232.tif,نشود
2233.tif,چه
2234.tif,برده
2235.tif,امید
2236.tif,راستی
2237.tif,قرار
2238.tif,همه
2239.tif,خسته
2240.tif,اینجا
2241.tif,اهل
2242.tif,بال
2243.tif,ناله
2244.tif,پند
2245.tif,غنچه
2246.tif,بیرون
2247.tif,زشت
2248.tif,آفاق
2249.tif,تیره
2250.tif,مستی
2251.tif,مرغ
2252.tif,را
2253.tif,راستی
2254.tif,باران
2255.tif,نگه
2256.tif,هفت
2257.tif,ابد
2258.tif,چگونه
2259.tif,مدار
2260.tif,امروز
2261.tif,شهر
2262.tif,بینی
2263.tif,ور
2264.tif,شمشیر
2265.tif,حیرت
2266.tif,گریه
2267.tif,مباش
2268.tif,هستی
2269.tif,اندرین
2270.tif,فریاد
2271.tif,بسر
2272.tif,جهانی
2273.tif,شرع
2274.tif,رنگ
2275.tif,ادب
2276.tif,ستم
2277.tif,ادب
2278.tif,بلند
2279.tif,هست
2280.tif,افتد
2281.tif,سرش
2282.tif,رود
2283.tif,رفت
2284.tif,پسر
2285.tif,ترک
2286.tif,عهد
2287.tif,جانان
2288.tif,ره
2289.tif,یزدان
2290.tif,گفتن
2291.tif,پست
2292.tif,میل
2293.tif,همچو
2294.tif,نقش
2295.tif,نیست
2296.tif,هست
2297.tif,گم
2298.tif,حلقه
2299.tif,راحت
2300.tif,جفا
2301.tif,دریا
2302.tif,وصل
2303.tif,بینی
2304.tif,یاد
2305.tif,لعل
2306.tif,هست
2307.tif,فکر
2308.tif,گردن
2309.tif,مشک
2310.tif,مشکل
2311.tif,کند
2312.tif,بلند
2313.tif,کنون
2314.tif,فرق
2315.tif,کس
2316.tif,گردن
2317.tif,سپه
2318.tif,چند
2319.tif,بعد
2320.tif,گوید
2321.tif,تیره
2322.tif,هجران
2323.tif,یا
2324.tif,بس
2325.tif,هزاران
2326.tif,سو
2327.tif,شور
2328.tif,گنج
2329.tif,مهر
2330.tif,که
2331.tif,پس
2332.tif,آفرین
2333.tif,مژه
2334.tif,پی
2335.tif,کوه
2336.tif,داغ
2337.tif,رزم
2338.tif,تخت
2339.tif,سبک
2340.tif,بلبل
2341.tif,آزاد
2342.tif,فارغ
2343.tif,زده
2344.tif,ایمن
2345.tif,ما
2346.tif,که
2347.tif,سوز
2348.tif,خواجه
2349.tif,جمله
2350.tif,از
2351.tif,صبر
2352.tif,پدر
2353.tif,تنها
2354.tif,امروز
2355.tif,کشد
2356.tif,ایران
2357.tif,تو
2358.tif,زرد
2359.tif,گلستان
2360.tif,شد
2361.tif,کنون
2362.tif,قلم
2363.tif,دوش
2364.tif,بعد
2365.tif,خنجر
2366.tif,شهر
2367.tif,عالمی
2368.tif,خواست
2369.tif,امروز
2370.tif,خرم
2371.tif,گرد
2372.tif,پیش
2373.tif,بر
2374.tif,معنی
2375.tif,بیدار
2376.tif,سنگ
2377.tif,قد
2378.tif,کای
2379.tif,جور
2380.tif,گویی
2381.tif,نقد
2382.tif,هستی
2383.tif,افتاد
2384.tif,ازو
2385.tif,بیامد
2386.tif,چراغ
2387.tif,خورد
2388.tif,حق
2389.tif,چگونه
2390.tif,نزدیک
2391.tif,ترا
2392.tif,چشمم
2393.tif,عالمی
2394.tif,خاطر
2395.tif,بگو
2396.tif,کسی
2397.tif,تیغ
2398.tif,دعوی
2399.tif,دم
2400.tif,نبود
2401.tif,باده
2402.tif,گهر
2403.tif,غافل
2404.tif,زیان
2405.tif,خوی
2406.tif,جام
2407.tif,چندان
2408.tif,مسکین
2409.tif,بزم
2410.tif,خلوت
2411.tif,تیر
2412.tif,مال
2413.tif,روشن
2414.tif,سنگ
2415.tif,مایه
2416.tif,سینه
2417.tif,ای
2418.tif,بر
2419.tif,گونه
2420.tif,لعل
2421.tif,دشت
2422.tif,گفتن
2423.tif,می کند
2424.tif,نتوان
2425.tif,ریخت
2426.tif,دیو
2427.tif,برآمد
2428.tif,بگفت
2429.tif,نتوان
2430.tif,رویت
2431.tif,شاخ
2432.tif,دیر
2433.tif,شوی
2434.tif,غم
2435.tif,تو
2436.tif,گفتم
2437.tif,سوخته
2438.tif,نقش
2439.tif,ره
2440.tif,رشته
2441.tif,سفر
2442.tif,کاری
2443.tif,منصور
2444.tif,چنگ
2445.tif,نقد
2446.tif,است
2447.tif,کجاست
2448.tif,بستان
2449.tif,طریق
2450.tif,بشنو
2451.tif,طریق
2452.tif,خفته
2453.tif,زنده
2454.tif,درویش
2455.tif,درون
2456.tif,که ای
2457.tif,خسرو
2458.tif,کلاه
2459.tif,گشتی
2460.tif,تیغ
2461.tif,بستان
2462.tif,نداری
2463.tif,مباش
2464.tif,داد
2465.tif,هجران
2466.tif,شدن
2467.tif,منی
2468.tif,کشته
2469.tif,رنگ
2470.tif,راحت
2471.tif,بیگانه
2472.tif,زرین
2473.tif,گوید
2474.tif,کعبه
2475.tif,بود
2476.tif,گو
2477.tif,طلب
2478.tif,نخواهد
2479.tif,کنیم
2480.tif,نیز
2481.tif,دور
2482.tif,درون
2483.tif,راز
2484.tif,بلا
2485.tif,دایم
2486.tif,رشته
2487.tif,خواهد
2488.tif,هرکه
2489.tif,سعی
2490.tif,اصل
2491.tif,نگر
2492.tif,پری
2493.tif,جهان
2494.tif,سوخته
2495.tif,سرخ
2496.tif,سه
2497.tif,سخن
2498.tif,سود
2499.tif,آتش
2500.tif,حسن
2501.tif,بیامد
2502.tif,وجود
2503.tif,وز
2504.tif,طبع
2505.tif,آنکه
2506.tif,درو
2507.tif,اقبال
2508.tif,برفت
2509.tif,شاید
2510.tif,تواند
2511.tif,زندگی
2512.tif,رسد
2513.tif,داری
2514.tif,افتاد
2515.tif,سنگ
2516.tif,منی
2517.tif,خوار
2518.tif,بیا
2519.tif,نهان
2520.tif,دهر
2521.tif,عاقبت
2522.tif,شود
2523.tif,حقیقت
2524.tif,آه
2525.tif,یاری
2526.tif,بالا
2527.tif,ذره
2528.tif,بوسه
2529.tif,خسته
2530.tif,کمال
2531.tif,موج
2532.tif,بلبل
2533.tif,یی
2534.tif,نان
2535.tif,طرف
2536.tif,تیر
2537.tif,گفتن
2538.tif,تیره
2539.tif,دایم
2540.tif,همچون
2541.tif,یارب
2542.tif,گردان
2543.tif,وصل
2544.tif,تواند
2545.tif,آبی
2546.tif,دهد
2547.tif,علی
2548.tif,آه
2549.tif,جان
2550.tif,ورا
2551.tif,خسته
2552.tif,انگشت
2553.tif,دارد
2554.tif,برآید
2555.tif,غمزه
2556.tif,بر
2557.tif,ور
2558.tif,حسن
2559.tif,تمام
2560.tif,نماید
2561.tif,چنین
2562.tif,هیچ
2563.tif,ایشان
2564.tif,ماست
2565.tif,حکم
2566.tif,یی
2567.tif,ره
2568.tif,مشکل
2569.tif,بلند
2570.tif,روزی
2571.tif,مراد
2572.tif,سلطان
2573.tif,چیز
2574.tif,نو
2575.tif,عین
2576.tif,اینجا
2577.tif,اول
2578.tif,رستم
2579.tif,کرد
2580.tif,اشک
2581.tif,شمار
2582.tif,ببین
2583.tif,بگفت
2584.tif,وقت
2585.tif,غم
2586.tif,می آید
2587.tif,دوستان
2588.tif,سه
2589.tif,بس
2590.tif,چرا
2591.tif,بینم
2592.tif,عقل
2593.tif,بسیار
2594.tif,خضر
2595.tif,زانکه
2596.tif,چاه
2597.tif,جفا
2598.tif,باده
2599.tif,جامه
2600.tif,هستی
2601.tif,چنین
2602.tif,لیک
2603.tif,جایی
2604.tif,مردی
2605.tif,بازار
2606.tif,رهی
2607.tif,یاری
2608.tif,دیده
2609.tif,پس
2610.tif,ولیکن
2611.tif,پای
2612.tif,مرغ
2613.tif,باشد
2614.tif,پوست
2615.tif,صحرا
2616.tif,اسب
2617.tif,پست
2618.tif,جانان
2619.tif,اندیشه
2620.tif,ناله
2621.tif,گرفت
2622.tif,درست
2623.tif,جانم
2624.tif,پست
2625.tif,چشمم
2626.tif,روان
2627.tif,خون
2628.tif,کردن
2629.tif,کون
2630.tif,اگر
2631.tif,عهد
2632.tif,عالم
2633.tif,گفتا
2634.tif,وگر
2635.tif,چه
2636.tif,جمع
2637.tif,گذشت
2638.tif,پر
2639.tif,گردان
2640.tif,تن
2641.tif,شور
2642.tif,وهم
2643.tif,خون
2644.tif,نعمت
2645.tif,خلوت
2646.tif,نگه
2647.tif,اقبال
2648.tif,خم
2649.tif,آیین
2650.tif,گرچه
2651.tif,دشمن
2652.tif,چشم
2653.tif,قوت
2654.tif,شاهی
2655.tif,عیسی
2656.tif,کلک
2657.tif,نزد
2658.tif,درم
2659.tif,اسرار
2660.tif,فزون
2661.tif,عاشق
2662.tif,ایمن
2663.tif,بند
2664.tif,چندان
2665.tif,سرم
2666.tif,روم
2667.tif,تست
2668.tif,بدید
2669.tif,کرده
2670.tif,شور
2671.tif,سرم
2672.tif,اقبال
2673.tif,تست
2674.tif,حضرت
2675.tif,آینه
2676.tif,شبی
2677.tif,لحظه
2678.tif,عاشق
2679.tif,کام
2680.tif,فیض
2681.tif,کون
2682.tif,نوش
2683.tif,ندارم
2684.tif,طرف
2685.tif,سنگ
2686.tif,جو
2687.tif,آیی
2688.tif,خشک
2689.tif,ورا
2690.tif,بیم
2691.tif,دلم
2692.tif,نیز
2693.tif,خوش
2694.tif,روزگار
2695.tif,جمع
2696.tif,جایی
2697.tif,تویی
2698.tif,کهن
2699.tif,دام
2700.tif,بیا
2701.tif,سید
2702.tif,راست
2703.tif,خواهی
2704.tif,نوش
2705.tif,بماند
2706.tif,دانا
2707.tif,لطف
2708.tif,درمان
2709.tif,تمام
2710.tif,طلب
2711.tif,دین
2712.tif,ریش
2713.tif,بحر
2714.tif,دود
2715.tif,مایه
2716.tif,مدح
2717.tif,شدی
2718.tif,طاعت
2719.tif,چنگ
2720.tif,دیده
2721.tif,من
2722.tif,هیچ
2723.tif,کف
2724.tif,زهی
2725.tif,مشو
2726.tif,عیسی
2727.tif,دگر
2728.tif,اجل
2729.tif,مردی
2730.tif,آنچه
2731.tif,وصل
2732.tif,می شود
2733.tif,برای
2734.tif,ار
2735.tif,شاه
2736.tif,چند
2737.tif,خواهی
2738.tif,زین
2739.tif,بگو
2740.tif,سال
2741.tif,خالی
2742.tif,دهی
2743.tif,خار
2744.tif,حدیث
2745.tif,شدند
2746.tif,کشته
2747.tif,کجا
2748.tif,چشمم
2749.tif,بسر
2750.tif,چنگ
2751.tif,بدو
2752.tif,آن
2753.tif,همه
2754.tif,زند
2755.tif,خانه
2756.tif,بلبل
2757.tif,بهتر
2758.tif,مرده
2759.tif,برون
2760.tif,گرم
2761.tif,گوهر
2762.tif,جان
2763.tif,خم
2764.tif,جام
2765.tif,آخر
2766.tif,گوش
2767.tif,جاه
2768.tif,آرزو
2769.tif,گرچه
2770.tif,تاب
2771.tif,فتنه
2772.tif,شمع
2773.tif,شاهان
2774.tif,غمت
2775.tif,هنر
2776.tif,ار
2777.tif,عین
2778.tif,محمد
2779.tif,مادر
2780.tif,کشید
2781.tif,دانه
2782.tif,راه
2783.tif,ساز
